kw
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
15.28
15.28
15.28
15.28
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
